Carimbo de data/hora,Com que frequência costuma jogar games?,Idade (anos):,Gênero:,Estado de residência?,Situação atual,Grau de escolaridade,Qual plataforma prefere usar para jogar?,"Você conhece os componentes do seu computador (Processador, Placa de Vídeo e Memória RAM) ?",Quantos Gigabytes de memória RAM?,Qual a marca do seu processador?,Qual o modelo do processador?,Qual a marca da sua placa de Vídeo?,Qual o modelo da sua placa de vídeo?,Quantos Gigabytes possui sua placa de video?,A maioria das suas peças foram compradas em:,Qual console você possui?,O seu console mais recente foi comprado em:,Qual seu estilo de jogo favorito?,Qual seu jogo preferido?,"Em média, quanto costuma gastar mensalmente com jogos?"
21/06/2019 13:53:08,Frequentemente,34,Homem,Rio Grande do Sul – RS,Só Trabalha,Ensino Superior Completo,Console (video game),,,,,,,,,"PSP, Playstation 3, Playstation 4, Portáteis da Nintendo",Loja física,"ARCADE, Aventura, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG",Destiny 2,R$51 a R$100
21/06/2019 14:22:01,Frequentemente,21,Homem,Minas Gerais – MG,Não Estuda e Não Trabalha,Ensino Médio Incompleto,Console (video game),,,,,,,,,"Nintendo 3DS,Wii,Dsi, switch,Gbc,Gba",Loja virtual,"Aventura, Luta, Mundo Aberto, RPG/MMORPG, Sobrevivência",Pokémon,mais de R$200
21/06/2019 14:22:11,Frequentemente,19,Homem,Santa Catarina – SC,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,I5 7400,Nvidia,GTX 1050 TI ,4 GB,Loja virtual,,,"Aventura, Esporte, FPS/TPS",CS GO,Nada
21/06/2019 15:02:02,Frequentemente,21,Homem,Paraíba – PB,Só Estuda,Ensino Superior Incompleto,Console (video game),,,,,,,,,"Playstation 4, XBOX 360",Loja física,"ARCADE, Aventura, FPS/TPS, Mundo Aberto",The last of us,R$51 a R$100
21/06/2019 15:06:24,Frequentemente,18,Homem,São Paulo – SP,Não Estuda e Não Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,Playstation 4,Loja física,Luta,Dragon Ball Xenoverse 2,R$51 a R$100
21/06/2019 15:12:22,Frequentemente,37,Homem,Ceará – CE,Estuda e Trabalha,Ensino Superior Completo,Console (video game),,,,,,,,,Xbox one X,Loja física,"Corrida, FPS/TPS, RPG/MMORPG",Halo / Destiny,mais de R$200
21/06/2019 15:13:24,Frequentemente,17,Homem,Minas Gerais – MG,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,AMD a8 7600,Nvidia,GTX 960,2 GB,Loja virtual,,,FPS/TPS,Cs,Nada
21/06/2019 15:49:07,Regularmente,29,Homem,Rio Grande do Sul – RS,Só Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,"Playstation 4, XBOX 360",Loja física,"Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência",Diablo 3,R$1 a R$50
21/06/2019 15:57:55,Frequentemente,17,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Sim,8 GB,Intel,i7 8700,Nvidia,gtx 1070 ti,8 GB,Loja virtual,,,"Corrida, FPS/TPS, MOBA, RPG/MMORPG, Simulação",AUTOMATION,mais de R$200
21/06/2019 16:01:32,Frequentemente,15,Homem,Paraná – PR,Só Estuda,Ensino Fundamental Completo,Desktop (PC de mesa),Sim,16 GB,Intel,i5 7400,Nvidia,GTX 1060 ,6 GB,Loja virtual,,,FPS/TPS,CS:GO,Nada
21/06/2019 16:14:46,Regularmente,19,Homem,Minas Gerais – MG,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,6 GB,Intel,I3,Nvidia,Gtx 430,1 GB,Loja física,,,"Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG, Sobrevivência, Terror",Dayz,Nada
21/06/2019 16:15:08,Frequentemente,16,Homem,Goiás – GO,Estuda e Trabalha,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,4 GB,AMD,AMD A8-7600,AMD,integrada no processador,1 GB,Loja virtual,,,"Corrida, FPS/TPS, Mundo Aberto, Simulação, Sobrevivência",CSGO,R$1 a R$50
21/06/2019 16:28:06,Frequentemente,16,Homem,Espírito Santo – ES,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,16 GB,AMD,Ryzen,Nvidia,GTX 1050TI,4 GB,Loja virtual,,,"FPS/TPS, Mundo Aberto, Sobrevivência, Battle Royale",Atualmente PUBG ,Nada
21/06/2019 16:39:19,Frequentemente,14,Homem,Ceará – CE,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,I3,Nvidia,Gtx 1050,6 GB,Loja física,,,Mundo Aberto,Mk 11 atualmente,R$1 a R$50
21/06/2019 16:45:09,Frequentemente,24,Mulher,Santa Catarina – SC,Não Estuda e Não Trabalha,Ensino Superior Incompleto,Console (video game),,,,,,,,,"PSP, Playstation 3, Playstation 4",Loja física,"ARCADE, Aventura, FPS/TPS, Luta, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência, Terror",Assassins Creed,R$151 a R$200
21/06/2019 17:00:35,Frequentemente,15,Homem,São Paulo – SP,Só Estuda,Ensino Médio Incompleto,Console (video game),,,,,,,,,XBOX ONE,Loja física,Mundo Aberto,Halo,R$51 a R$100
21/06/2019 17:03:40,Frequentemente,17,Homem,Rio Grande do Sul – RS,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,16 GB,AMD,Ryzen 5 2600X,AMD,RX 480,6 GB,Loja virtual,,,"FPS/TPS, Puzzle",Counter Strike,R$1 a R$50
21/06/2019 17:23:29,Frequentemente,39,Homem,São Paulo – SP,Só Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,"PSP, Playstation 4, XBOX 360",Loja física,"FPS/TPS, Mundo Aberto, Sobrevivência",Fortnite ,R$1 a R$50
21/06/2019 17:35:31,Frequentemente,19,Homem,Minas Gerais – MG,Só Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,12 GB,Intel,i5 4460,Nvidia,Gtx 1060,6 GB,Loja virtual,,,"FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG",Destiny,R$51 a R$100
21/06/2019 17:58:29,Frequentemente,18,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Médio Completo,Desktop (PC de mesa),Sim,12 GB,Intel,I7 7700K,Nvidia,Gtx 1050ti,4 GB,Loja virtual,,,FPS/TPS,CSGO,R$1 a R$50
21/06/2019 18:00:27,Frequentemente,23,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,12 GB,AMD,amd fx 8300 ,AMD,R7 260,2 GB,Loja virtual,,,"FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG",CS,Nada
21/06/2019 19:02:58,Frequentemente,15,Homem,São Paulo – SP,Só Estuda,Ensino Fundamental Completo,Desktop (PC de mesa),Sim,4 GB,Intel,Intel i5,AMD,Amd,4 GB,Loja física,,,MOBA,League of legends,Nada
21/06/2019 19:17:33,Frequentemente,16,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Fundamental Completo,Desktop (PC de mesa),Sim,16 GB,Intel,i7 7700k,Nvidia,GTX 1070,8 GB,Loja virtual,,,"Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG, Simulação",Counter Strike: Global Offensive (CS:GO),mais de R$200
21/06/2019 19:25:03,Frequentemente,20,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,Intel,Intel:i5 2500,AMD,Amd Radeon hd 5670,1 GB,Loja virtual,,,"FPS/TPS, Mundo Aberto, Simulação",Csgo,R$1 a R$50
21/06/2019 19:43:02,Frequentemente,15,Homem,Minas Gerais – MG,Só Estuda,Ensino Fundamental Completo,Desktop (PC de mesa),Sim,4 GB,Intel,I5 8400,Nvidia,Nao sei de qual e,4 GB,Loja física,,,"ARCADE, Aventura, Corrida, Esporte, FPS/TPS, Luta, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência, Terror",Cs go,Nada
21/06/2019 20:07:40,Frequentemente,21,Homem,São Paulo – SP,Só Estuda,Ensino Superior Incompleto,Console (video game),,,,,,,,,Playstation 4,Loja física,"FPS/TPS, Mundo Aberto, RPG/MMORPG",The Witcher 3 Wild Hunt,Nada
21/06/2019 20:09:40,Frequentemente,82,Homem,São Paulo – SP,Não Estuda e Não Trabalha,Ensino Superior Completo,Console (video game),,,,,,,,,Playstation 4,Loja física,"FPS/TPS, RPG/MMORPG",Todos,Nada
21/06/2019 20:31:21,Frequentemente,23,Homem,Mato Grosso do Sul – MS,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel, i5 8400,Nvidia,GTX 750ti,2 GB,Loja virtual,,,"ARCADE, Aventura, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência",CS,R$101 a R$150
21/06/2019 20:43:48,Frequentemente,14,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Fundamental Incompleto,Desktop (PC de mesa),Sim,16 GB,Intel,I5 8400,AMD,Rx 550,2 GB,Loja virtual,,,"FPS/TPS, Mundo Aberto, RPG/MMORPG",Fortnite,R$51 a R$100
21/06/2019 21:03:39,Frequentemente,26,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Sim,8 GB,Intel,Core I3 3°geração,Nvidia,Nvidia Gforce 1060 ,6 GB,Loja virtual,,,"Aventura, FPS/TPS, MOBA, RPG/MMORPG, Sobrevivência",MOBA,R$51 a R$100
21/06/2019 21:04:48,Frequentemente,21,Homem,Distrito Federal – DF,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,i5 3350P 3.1 GHz quad core,Nvidia,GTX 970 Slim,4 GB,Loja virtual,,,"FPS/TPS, RPG/MMORPG, Simulação",War Thunder,R$1 a R$50
21/06/2019 21:06:46,Frequentemente,14,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Fundamental Completo,Desktop (PC de mesa),Sim,12 GB,AMD,Ryzen 5 1400,AMD,RX 560 ,4 GB,Loja física,,,"FPS/TPS, Mundo Aberto, Sobrevivência",RUST,R$1 a R$50
21/06/2019 21:07:38,Frequentemente,43,Homem,Paraná – PR,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,Amd,Nvidia,Gt680 ou quase isso,4 GB,Loja virtual,,,"Aventura, Mundo Aberto, RPG/MMORPG, Simulação",Wot,Nada
21/06/2019 21:12:14,Regularmente,18,Homem,Santa Catarina – SC,Só Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,6 GB,Intel,E3400,Nvidia,Gf210,1 GB,Loja física,,,RPG/MMORPG,World of tanks,Nada
21/06/2019 21:12:36,Frequentemente,22,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,FC 8570E,Nvidia,GTX 1060,6 GB,Loja física,,,"Aventura, Corrida, Esporte, FPS/TPS, Luta, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência, Terror",Red Dead Redepetion 2 ,R$101 a R$150
21/06/2019 21:13:08,Frequentemente,16,Homem,Santa Catarina – SC,Estuda e Trabalha,Ensino Fundamental Incompleto,Desktop (PC de mesa),Sim,1 GB,AMD,Athelon x2,Nvidia,GT 550,1 GB,Loja virtual,,,"FPS/TPS, Mundo Aberto, RPG/MMORPG",League of legends,Nada
21/06/2019 21:14:26,Frequentemente,16,Homem,Minas Gerais – MG,Só Estuda,Ensino Médio Incompleto,Console (video game),,,,,,,,,"XBOX ONE, PS2 ",Loja física,FPS/TPS,"World Of Tanks, Black Ops II, Gears Of War 4, Black, Area 51, e principalmente GTA V e Halo Reach ",Nada
21/06/2019 21:15:36,Frequentemente,19,Homem,São Paulo – SP,Só Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Sim,8 GB,Intel,i7 7700,Nvidia,Gtx 1050 Ti,4 GB,Loja física,,,"ARCADE, Aventura, Corrida, FPS/TPS, Luta, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência, Terror",Black ,R$101 a R$150
21/06/2019 21:15:38,Frequentemente,19,Homem,São Paulo – SP,Não Estuda e Não Trabalha,Ensino Fundamental Completo,Desktop (PC de mesa),Sim,mais de 16 GB,Intel,I3 8100,Nvidia,GTX 1660,6 GB,Loja virtual,,,"ARCADE, Aventura, Corrida, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência, Terror",Fallout New Vegas,R$51 a R$100
21/06/2019 21:16:25,Frequentemente,17,Homem,Minas Gerais – MG,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,AMD faz 6300,Nvidia,GTX 1060 ,3 GB,Loja virtual,,,"Aventura, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência",LoL,R$51 a R$100
21/06/2019 21:16:58,Frequentemente,15,Homem,Rio Grande do Norte – RN,Só Estuda,Ensino Fundamental Completo,Desktop (PC de mesa),Sim,4 GB,AMD,Ryzen 3,Nvidia,GTX 630,1 GB,Loja virtual,,,"Esporte, FPS/TPS, Luta, Mundo Aberto",Pes,Nada
21/06/2019 21:17:25,Frequentemente,19,Homem,Minas Gerais – MG,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,I5 4460,Nvidia,Gtx 1050 TI,4 GB,Loja virtual,,,"FPS/TPS, MOBA, RPG/MMORPG, Sobrevivência",WoW PUBG GTA V Dota 2,R$51 a R$100
21/06/2019 21:20:53,Regularmente,19,Homem,São Paulo – SP,Não Estuda e Não Trabalha,Ensino Médio Incompleto,Notebook,Não,,,,,,,,,,"ARCADE, Aventura, Corrida, Esporte, FPS/TPS, Mundo Aberto, Simulação, Sobrevivência",Worl Of Tanks,Nada
21/06/2019 21:21:04,Frequentemente,35,Homem,Goiás – GO,Só Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,XBOX ONE,Loja física,"Mundo Aberto, RPG/MMORPG",Destiny 2,R$1 a R$50
21/06/2019 21:25:32,Frequentemente,17,Homem,São Paulo – SP,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,I7 2600,Nvidia,GTX 1060 ,6 GB,Loja física,,,FPS/TPS,No momento dead by daylight,Nada
21/06/2019 21:26:17,Frequentemente,17,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,i7 6700,Nvidia,1070,8 GB,Loja virtual,,,"FPS/TPS, MOBA, Sobrevivência",League of Legends,R$1 a R$50
21/06/2019 21:28:21,Regularmente,13,Mulher,São Paulo – SP,Só Estuda,Ensino Fundamental Completo,Desktop (PC de mesa),Não,,,,,,,,,,"Aventura, RPG/MMORPG",The Sims,R$151 a R$200
21/06/2019 21:33:16,Frequentemente,17,Homem,São Paulo – SP,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,16 GB,Intel,i7 7700,Nvidia,GTX 1060,6 GB,Loja virtual,,,"Mundo Aberto, RPG/MMORPG, Sobrevivência",TES V: Skyrim,R$1 a R$50
21/06/2019 21:33:34,Frequentemente,13,Homem,São Paulo – SP,Só Estuda,Ensino Fundamental Incompleto,Outros (Celular),,,,,,,,,,,FPS/TPS,"Estou sem computador, mas gosto muito de csgo",R$1 a R$50
21/06/2019 21:34:55,Regularmente,13,Homem,São Paulo – SP,Só Estuda,Ensino Médio Incompleto,Console (video game),,,,,,,,,Playstation 4,Loja virtual,"Aventura, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG",God of war,R$51 a R$100
21/06/2019 21:35:19,Frequentemente,30,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,AMD Athlon 240GE,AMD,AMD Radeon RX 580,8 GB,Loja virtual,,,"MOBA, RPG/MMORPG",League of Legends,R$101 a R$150
21/06/2019 21:39:40,Frequentemente,20,Homem,Paraná – PR,Só Estuda,Ensino Médio Completo,Console (video game),,,,,,,,,Playstation 4,Loja física,"Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG",Diablo 2,R$51 a R$100
21/06/2019 21:40:18,Frequentemente,13,Homem,São Paulo – SP,Só Estuda,Ensino Fundamental Completo,Console (video game),,,,,,,,,Playstation 4,Loja física,ARCADE,Fortnite,mais de R$200
21/06/2019 21:42:03,Frequentemente,21,Homem,São Paulo – SP,Não Estuda e Não Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,AMD,Ryzdn 5 1600,AMD,Rx 570,4 GB,Loja virtual,,,FPS/TPS,Cs:go,Nada
21/06/2019 21:47:02,Frequentemente,18,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,I5 2500K,Nvidia,Gt 630,1 GB,Loja física,,,"FPS/TPS, Sobrevivência",Smite,Nada
21/06/2019 21:51:43,Regularmente,25,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Sim,8 GB,AMD,AMD FX 6600,AMD,ADM R9 280,8 GB,Loja virtual,,,"Aventura, FPS/TPS, Mundo Aberto, RTS","The Witcher, The Division, Call of Duty MW3, Company of Heróis, LOL",R$1 a R$50
21/06/2019 22:01:04,Frequentemente,22,Homem,Rio Grande do Sul – RS,Não Estuda e Não Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,12 GB,AMD,AMD FX 8350,Nvidia,GTX 1070 Ti,8 GB,Loja virtual,,,"Aventura, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência",Fps,mais de R$200
21/06/2019 22:02:19,Regularmente,13,Mulher,São Paulo – SP,Só Estuda,Ensino Fundamental Incompleto,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,"Aventura, Corrida, Esporte, Luta, Mundo Aberto",Pubg,Nada
21/06/2019 22:03:20,Frequentemente,15,Homem,Paraná – PR,Só Estuda,Ensino Fundamental Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,"i5 3330 3,00ghz",Nvidia,GTX 750 ti,2 GB,Loja física,,,"FPS/TPS, Mundo Aberto, Sobrevivência",Counter-Strike Global Offensive,Nada
21/06/2019 22:06:53,Frequentemente,21,Mulher,Maranhão – MA,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,4 GB,AMD,AMD Radeon 480,AMD,Nao tem. ;-:,1 GB,Loja física,,,"FPS/TPS, Luta, MOBA, RPG/MMORPG, Sobrevivência",League Of Legends,Nada
21/06/2019 22:07:05,Regularmente,31,Homem,Rio Grande do Sul – RS,Só Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Sim,8 GB,AMD,Amd fx8350,AMD,R9 290x,4 GB,Loja física,,,"Aventura, FPS/TPS, MOBA, RPG/MMORPG, Sobrevivência",League of legends,R$51 a R$100
21/06/2019 22:09:15,Frequentemente,20,Mulher,Paraná – PR,Só Trabalha,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,4 GB,Intel,dual core g620 uma bosta,Nvidia,gt 1030 ddr5,2 GB,Loja virtual,,,"FPS/TPS, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência",overwatch,R$1 a R$50
21/06/2019 22:09:17,Frequentemente,17,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,i5 6400,Nvidia,GTX 1050ti,4 GB,Loja virtual,,,"Corrida, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG",CS:GO,R$1 a R$50
21/06/2019 22:14:57,Frequentemente,21,Homem,Pará – PA,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,FX6300,Nvidia,GTX 1050 Ti,4 GB,Loja virtual,,,"Aventura, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência, Terror",Resident Evil ,R$1 a R$50
21/06/2019 22:15:19,Frequentemente,21,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,FX 6300,Nvidia,GTX 1050,2 GB,Loja virtual,,,"Esporte, FPS/TPS, Luta, MOBA, RPG/MMORPG",League of Legends,Nada
21/06/2019 22:29:28,Regularmente,15,Homem,São Paulo – SP,Só Estuda,Ensino Fundamental Completo,Console (video game),,,,,,,,,Playstation 4,Loja física,Simulação,PES 2019,Nada
21/06/2019 22:35:18,Regularmente,32,Homem,São Paulo – SP,Só Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Sim,8 GB,Intel,i3,Nvidia,GTX 1060,6 GB,Loja virtual,,,"Aventura, Mundo Aberto, Sobrevivência",Rust,R$1 a R$50
21/06/2019 22:38:32,Frequentemente,32,Homem,Paraná – PR,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,16 GB,AMD,Ryzen 7 1800x,AMD,Gtx 1060,3 GB,Loja física,,,FPS/TPS,Rust,R$1 a R$50
21/06/2019 22:41:47,Regularmente,17,Homem,Paraná – PR,Só Estuda,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,Intel,i5 2400,Nvidia,GT 9500,1 GB,Loja física,,,"MOBA, RPG/MMORPG",Perfect World,Nada
21/06/2019 22:51:54,Frequentemente,20,Homem,Minas Gerais – MG,Só Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,4 GB,Intel,Core 2 Duo,Nvidia,9500 GT,2 GB,Loja física,,,FPS/TPS,Csgo,R$51 a R$100
21/06/2019 23:01:26,Frequentemente,18,Homem,Pará – PA,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,i5 3330,Nvidia,GTX 1050TI,4 GB,Loja virtual,,,"Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência","Fortnite, Minecraft, GTA 5 (jogo muitos, não tenho um preferido) tem tempo q jogo mais uns e tempo q jogo outros",Nada
21/06/2019 23:06:31,Frequentemente,35,Homem,São Paulo – SP,Só Trabalha,Ensino Superior Completo,Console (video game),,,,,,,,,"XBOX 360, XBOX ONE",Loja física,"Corrida, Esporte, FPS/TPS",Gears of War 4,R$1 a R$50
21/06/2019 23:12:24,Frequentemente,22,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Não,,,,,,,,,,Sobrevivência,"Atualmente Rust, mas o melhor jogo que já existiu Just Survive",R$1 a R$50
21/06/2019 23:17:23,Frequentemente,19,Homem,Minas Gerais – MG,Não Estuda e Não Trabalha,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,I5 9400f,AMD,RX 580 ,8 GB,Loja virtual,,,"Corrida, FPS/TPS, Mundo Aberto, Simulação",Ets2,R$1 a R$50
21/06/2019 23:21:48,Frequentemente,22,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,Intel,I5 2500k,Nvidia,GTX 1060 3gb,3 GB,Loja virtual,,,"ARCADE, FPS/TPS, Luta, Mundo Aberto, RPG/MMORPG",Overwatch,R$1 a R$50
21/06/2019 23:21:49,Regularmente,18,Homem,Rio Grande do Sul – RS,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,4 GB,Intel,Core 2 duo,Nvidia,Gt 8400,1 GB,Loja física,,,"Aventura, Mundo Aberto, Simulação, Sobrevivência",Não sei,Nada
21/06/2019 23:24:22,Raramente,20,Mulher,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Incompleto,Console (video game),,,,,,,,,Nenhum,Loja física,"Corrida, Esporte, Mundo Aberto, Terror",Need for speed,Nada
21/06/2019 23:44:01,Frequentemente,15,Homem,Rio Grande do Sul – RS,Só Estuda,Ensino Fundamental Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,AMD A6 APU 3500 2.1 GHZ,AMD,É integrada no processador,1 GB,Loja física,,,"Aventura, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência",League of Legends,R$51 a R$100
21/06/2019 23:44:41,Regularmente,24,Homem,São Paulo – SP,Só Estuda,Ensino Superior Incompleto,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,"Mundo Aberto, Terror",Dead Island,R$51 a R$100
21/06/2019 23:45:19,Frequentemente,16,Homem,Pernambuco – PE,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,i3 6 Geraçao,Nvidia,GTX 1050,2 GB,Loja física,,,"Aventura, FPS/TPS, Mundo Aberto, Sobrevivência",Dayz,R$1 a R$50
21/06/2019 23:45:48,Frequentemente,16,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Médio Incompleto,Console (video game),,,,,,,,,XBOX ONE,Loja física,"Corrida, Esporte, FPS/TPS",Fifa,Nada
21/06/2019 23:53:20,Frequentemente,20,Homem,Paraná – PR,Estuda e Trabalha,Ensino Superior Incompleto,Outros (Celular),,,,,,,,,,,FPS/TPS,Free Fire,Nada
22/06/2019 00:01:13,Frequentemente,18,Homem,São Paulo – SP,Só Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,"XBOX 360, XBOX ONE",Loja virtual,"ARCADE, Aventura, Corrida, FPS/TPS, Luta, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência",Far Cry 3,R$51 a R$100
22/06/2019 00:01:55,Regularmente,17,Homem,Santa Catarina – SC,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,i5 3330,Nvidia,GT 9600,1 GB,Loja física,,,"FPS/TPS, MOBA, Mundo Aberto, Sobrevivência",Rust e Lol,R$1 a R$50
22/06/2019 00:06:33,Frequentemente,17,Homem,Paraná – PR,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Não,,,,,,,,,,"FPS/TPS, RPG/MMORPG",World os Warcraft / CSGO,R$1 a R$50
22/06/2019 00:12:25,Frequentemente,27,Homem,Rio Grande do Sul – RS,Só Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,"Playstation 4, XBOX ONE",Loja virtual,"ARCADE, Aventura, Corrida, FPS/TPS, Mundo Aberto, RPG/MMORPG","Destiny, Test Drive Unlimited 2, Need For Speed Underground 2, Megaman X",Nada
22/06/2019 00:12:30,Frequentemente,21,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,mais de 16 GB,Intel,I5 ,Nvidia,Nvidia 1080,4 GB,Loja física,,,"FPS/TPS, Sobrevivência, Terror",Warface,R$101 a R$150
22/06/2019 00:17:20,Frequentemente,20,Mulher,Paraná – PR,Só Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,Intel,i5 7400,Nvidia,gtx 1060 ti,6 GB,Loja física,,,FPS/TPS,warface,Nada
22/06/2019 00:17:35,Regularmente,16,Mulher,Rio de Janeiro – RJ,Só Estuda,Ensino Médio Incompleto,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,"ARCADE, FPS/TPS, Mundo Aberto, Terror",no momento for honor e dead by daylight ,R$51 a R$100
22/06/2019 00:18:45,Regularmente,29,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Superior Incompleto,Console (video game),,,,,,,,,XBOX ONE,Loja física,"Aventura, Corrida, FPS/TPS",News for speed Most Wanted,R$51 a R$100
