Carimbo de data/hora,Com que frequência costuma jogar games?,Idade (anos):,Gênero:,Estado de residência?,Situação atual,Grau de escolaridade,Qual plataforma prefere usar para jogar?,"Você conhece os componentes do seu computador (Processador, Placa de Vídeo e Memória RAM) ?",Quantos Gigabytes de memória RAM?,Qual a marca do seu processador?,Qual o modelo do processador?,Qual a marca da sua placa de Vídeo?,Qual o modelo da sua placa de vídeo?,Quantos Gigabytes possui sua placa de video?,A maioria das suas peças foram compradas em:,Qual console você possui?,O seu console mais recente foi comprado em:,Qual seu estilo de jogo favorito?,Qual seu jogo preferido?,"Em média, quanto costuma gastar mensalmente com jogos?"
23/06/2019 17:02:49,Regularmente,22,Homem,Minas Gerais – MG,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,I5,Nvidia,Gtx 550 ti,2 GB,Loja física,,,RPG/MMORPG,Wow,R$1 a R$50
23/06/2019 17:43:00,Frequentemente,17,Homem,Rio Grande do Sul – RS,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,I3 3220,AMD,R7 360,2 GB,Loja virtual,,,"Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG",csgo/wow,R$1 a R$50
23/06/2019 19:25:55,Frequentemente,27,Homem,São Paulo – SP,Não Estuda e Não Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Sim,16 GB,Intel,I5 8600k,Nvidia,Gtx 750 ti,3 GB,Loja virtual,,,"Aventura, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Simulação",World of Warcraft,R$51 a R$100
23/06/2019 20:06:47,Regularmente,22,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Não,,,,,,,,,,"ARCADE, Corrida, Esporte, FPS/TPS, Mundo Aberto, Simulação",God of war 4,R$1 a R$50
23/06/2019 20:10:16,Regularmente,21,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,i5 4440,Nvidia,GTX 960,2 GB,Loja física,,,"Aventura, FPS/TPS, MOBA, Sobrevivência, Terror",Apex Legends,Nada
23/06/2019 21:19:24,Frequentemente,21,Homem,Minas Gerais – MG,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,Intel G3430,Nvidia,Gtx 1050,2 GB,Loja física,,,"Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG, Sobrevivência",The Last of Us,R$1 a R$50
23/06/2019 21:47:09,Frequentemente,34,Homem,São Paulo – SP,Só Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Não,,,,,,,,,,"FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG",Word of Warcraft,R$51 a R$100
23/06/2019 22:16:34,Frequentemente,22,Homem,São Paulo – SP,Só Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,12 GB,Intel,i5 3150,AMD,hd7870,2 GB,Loja virtual,,,"ARCADE, Aventura, FPS/TPS, Luta, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência, Terror","não tenho, gosto de vários jogos diferentes",R$1 a R$50
23/06/2019 23:11:28,Regularmente,22,Homem,Bahia – BA,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Não,,,,,,,,,,"Aventura, RPG/MMORPG",Wow,R$1 a R$50
24/06/2019 01:35:59,Frequentemente,19,Homem,Minas Gerais – MG,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,mais de 16 GB,Intel,i9 9900k,Nvidia,RTX 2080ti,mais de 8 GB,Loja virtual,,,"FPS/TPS, Mundo Aberto, RPG/MMORPG, Sobrevivência",Atualmente Rainbow Six e World of Warcraft,R$1 a R$50
24/06/2019 11:05:55,Frequentemente,18,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,FX 8350 ,Nvidia,1050ti,4 GB,Loja virtual,,,"FPS/TPS, MOBA, RPG/MMORPG, Sobrevivência",Lol,Nada
